,song,artist,track_url,track_id,acousticness,analysis_url,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
55,Bounce Back,Big Sean,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF,0SGkqnVQo9KPytSri1H6cF,0.105,https://api.spotify.com/v1/audio-analysis/0SGkqnVQo9KPytSri1H6cF,0.77,222360.0,0.567,0.0,2.0,0.125,-5.698,1.0,0.175,81.477,4.0,https://api.spotify.com/v1/tracks/0SGkqnVQo9KPytSri1H6cF,audio_features,spotify:track:0SGkqnVQo9KPytSri1H6cF,0.26
56,Deja Vu,J. Cole,https://open.spotify.com/track/6I6NX6tjGsxFAsIfGzY9lJ,6I6NX6tjGsxFAsIfGzY9lJ,0.361,https://api.spotify.com/v1/audio-analysis/6I6NX6tjGsxFAsIfGzY9lJ,0.653,264747.0,0.409,0.00012,9.0,0.189,-11.446,1.0,0.421,174.324,4.0,https://api.spotify.com/v1/tracks/6I6NX6tjGsxFAsIfGzY9lJ,audio_features,spotify:track:6I6NX6tjGsxFAsIfGzY9lJ,0.187
57,Solo Dance,Martin Jensen,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,6HUnnBwYZqcED1eQztxMBN,0.0435,https://api.spotify.com/v1/audio-analysis/6HUnnBwYZqcED1eQztxMBN,0.744,174933.0,0.836,0.0,6.0,0.194,-2.396,0.0,0.0507,114.965,4.0,https://api.spotify.com/v1/tracks/6HUnnBwYZqcED1eQztxMBN,audio_features,spotify:track:6HUnnBwYZqcED1eQztxMBN,0.36
58,Work,Rihanna,https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v,14WWzenpaEgQZlqPq2nk4v,0.0752,https://api.spotify.com/v1/audio-analysis/14WWzenpaEgQZlqPq2nk4v,0.725,219320.0,0.534,0.0,11.0,0.0919,-6.238,1.0,0.0946,91.974,4.0,https://api.spotify.com/v1/tracks/14WWzenpaEgQZlqPq2nk4v,audio_features,spotify:track:14WWzenpaEgQZlqPq2nk4v,0.558
59,Too Good,Drake,https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew,11KJSRSgaDxqydKYiD2Jew,0.0573,https://api.spotify.com/v1/audio-analysis/11KJSRSgaDxqydKYiD2Jew,0.804,263373.0,0.648,3.49e-05,7.0,0.102,-7.805,1.0,0.117,117.983,4.0,https://api.spotify.com/v1/tracks/11KJSRSgaDxqydKYiD2Jew,audio_features,spotify:track:11KJSRSgaDxqydKYiD2Jew,0.392
60,Human,Rag'n'Bone Man,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O,58zsLZPvfflaiIbNWoA22O,0.393,https://api.spotify.com/v1/audio-analysis/58zsLZPvfflaiIbNWoA22O,0.602,200187.0,0.707,0.0,11.0,0.165,-4.097,1.0,0.302,75.09,4.0,https://api.spotify.com/v1/tracks/58zsLZPvfflaiIbNWoA22O,audio_features,spotify:track:58zsLZPvfflaiIbNWoA22O,0.554
61,Love Yourself,Justin Bieber,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT,3hB5DgAiMAQ4DzYbsMq1IT,0.835,https://api.spotify.com/v1/audio-analysis/3hB5DgAiMAQ4DzYbsMq1IT,0.609,233720.0,0.378,0.0,4.0,0.28,-9.828,1.0,0.438,100.418,4.0,https://api.spotify.com/v1/tracks/3hB5DgAiMAQ4DzYbsMq1IT,audio_features,spotify:track:3hB5DgAiMAQ4DzYbsMq1IT,0.515
62,Stressed Out,Twenty One Pilots,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,3CRDbSIZ4r5MsZ0YwxuEkn,0.0462,https://api.spotify.com/v1/audio-analysis/3CRDbSIZ4r5MsZ0YwxuEkn,0.734,202333.0,0.637,2.29e-05,4.0,0.0602,-5.677,0.0,0.141,169.977,4.0,https://api.spotify.com/v1/tracks/3CRDbSIZ4r5MsZ0YwxuEkn,audio_features,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,0.648
63,Faded,Alan Walker,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos,7gHs73wELdeycvS48JfIos,0.0291,https://api.spotify.com/v1/audio-analysis/7gHs73wELdeycvS48JfIos,0.589,212627.0,0.651,3.2e-06,6.0,0.111,-5.097,1.0,0.0306,90.011,4.0,https://api.spotify.com/v1/tracks/7gHs73wELdeycvS48JfIos,audio_features,spotify:track:7gHs73wELdeycvS48JfIos,0.166
64,Sorry,Justin Bieber,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ,69bp2EbF7Q2rqc5N3ylezZ,0.0797,https://api.spotify.com/v1/audio-analysis/69bp2EbF7Q2rqc5N3ylezZ,0.654,200787.0,0.76,0.0,0.0,0.299,-3.669,0.0,0.045,99.945,4.0,https://api.spotify.com/v1/tracks/69bp2EbF7Q2rqc5N3ylezZ,audio_features,spotify:track:69bp2EbF7Q2rqc5N3ylezZ,0.41
65,Panda,Desiigner,https://open.spotify.com/track/5OOkp4U9P9oL23maHFHL1h,5OOkp4U9P9oL23maHFHL1h,0.028,https://api.spotify.com/v1/audio-analysis/5OOkp4U9P9oL23maHFHL1h,0.576,246761.0,0.766,1.68e-06,10.0,0.366,-4.943,0.0,0.449,144.833,4.0,https://api.spotify.com/v1/tracks/5OOkp4U9P9oL23maHFHL1h,audio_features,spotify:track:5OOkp4U9P9oL23maHFHL1h,0.236
66,"i hate u, i love u (feat. olivia o'brien)",gnash,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe,7vRriwrloYVaoAe3a9wJHe,0.687,https://api.spotify.com/v1/audio-analysis/7vRriwrloYVaoAe3a9wJHe,0.492,251034.0,0.275,0.0,6.0,0.101,-13.4,0.0,0.3,92.6,4.0,https://api.spotify.com/v1/tracks/7vRriwrloYVaoAe3a9wJHe,audio_features,spotify:track:7vRriwrloYVaoAe3a9wJHe,0.18
67,Make Me (Cry),Noah Cyrus,https://open.spotify.com/track/2BrzlUj1u1CtvaJDGIKpsP,2BrzlUj1u1CtvaJDGIKpsP,0.592,https://api.spotify.com/v1/audio-analysis/2BrzlUj1u1CtvaJDGIKpsP,0.588,242081.0,0.471,0.00146,0.0,0.0733,-7.287,1.0,0.0577,152.881,4.0,https://api.spotify.com/v1/tracks/2BrzlUj1u1CtvaJDGIKpsP,audio_features,spotify:track:2BrzlUj1u1CtvaJDGIKpsP,0.209
68,Water Under the Bridge,Adele,https://open.spotify.com/track/4vb4mFvYsr2h6enhjJsq9Y,4vb4mFvYsr2h6enhjJsq9Y,0.0189,https://api.spotify.com/v1/audio-analysis/4vb4mFvYsr2h6enhjJsq9Y,0.596,240427.0,0.838,1.54e-05,5.0,0.108,-6.52,0.0,0.0704,94.982,4.0,https://api.spotify.com/v1/tracks/4vb4mFvYsr2h6enhjJsq9Y,audio_features,spotify:track:4vb4mFvYsr2h6enhjJsq9Y,0.472
69,Cake By The Ocean,DNCE,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,2aFiaMXmWsM3Vj72F9ksBl,0.156,https://api.spotify.com/v1/audio-analysis/2aFiaMXmWsM3Vj72F9ksBl,0.774,219147.0,0.764,0.0,4.0,0.0383,-5.445,0.0,0.0518,118.997,4.0,https://api.spotify.com/v1/tracks/2aFiaMXmWsM3Vj72F9ksBl,audio_features,spotify:track:2aFiaMXmWsM3Vj72F9ksBl,0.912
70,Hymn For The Weekend - Seeb Remix,Coldplay,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,1OAiWI2oPmglaOiv9fdioU,0.00868,https://api.spotify.com/v1/audio-analysis/1OAiWI2oPmglaOiv9fdioU,0.565,212647.0,0.849,4.68e-06,0.0,0.12,-3.516,0.0,0.0517,102.034,4.0,https://api.spotify.com/v1/tracks/1OAiWI2oPmglaOiv9fdioU,audio_features,spotify:track:1OAiWI2oPmglaOiv9fdioU,0.427
71,The Ocean (feat. Shy Martin),Mike Perry,https://open.spotify.com/track/2CPqh63wRVscbceKcPxwvv,2CPqh63wRVscbceKcPxwvv,0.0225,https://api.spotify.com/v1/audio-analysis/2CPqh63wRVscbceKcPxwvv,0.632,183414.0,0.575,1.81e-06,5.0,0.104,-6.478,1.0,0.029,90.037,4.0,https://api.spotify.com/v1/tracks/2CPqh63wRVscbceKcPxwvv,audio_features,spotify:track:2CPqh63wRVscbceKcPxwvv,0.188
72,Lot to Learn,Luke Christopher,https://open.spotify.com/track/3TRFq09DUgYj1mug6RRqJW,3TRFq09DUgYj1mug6RRqJW,0.0948,https://api.spotify.com/v1/audio-analysis/3TRFq09DUgYj1mug6RRqJW,0.405,248337.0,0.846,0.0,6.0,0.0666,-3.57,1.0,0.195,82.232,4.0,https://api.spotify.com/v1/tracks/3TRFq09DUgYj1mug6RRqJW,audio_features,spotify:track:3TRFq09DUgYj1mug6RRqJW,0.602
73,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB,4dASQiO1Eoo3RJvt74FtXB,0.255,https://api.spotify.com/v1/audio-analysis/4dASQiO1Eoo3RJvt74FtXB,0.502,243491.0,0.786,0.0,9.0,0.65,-4.378,0.0,0.317,169.021,4.0,https://api.spotify.com/v1/tracks/4dASQiO1Eoo3RJvt74FtXB,audio_features,spotify:track:4dASQiO1Eoo3RJvt74FtXB,0.739
74,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,https://open.spotify.com/track/0L7loeTIg6akW84aEQZpCT,0L7loeTIg6akW84aEQZpCT,0.0375,https://api.spotify.com/v1/audio-analysis/0L7loeTIg6akW84aEQZpCT,0.746,166138.0,0.877,0.000833,9.0,0.233,-3.782,0.0,0.0666,107.985,4.0,https://api.spotify.com/v1/tracks/0L7loeTIg6akW84aEQZpCT,audio_features,spotify:track:0L7loeTIg6akW84aEQZpCT,0.751
75,Setting Fires,The Chainsmokers,https://open.spotify.com/track/0B8B8cVRFIG1yznoQe7c9s,0B8B8cVRFIG1yznoQe7c9s,0.017,https://api.spotify.com/v1/audio-analysis/0B8B8cVRFIG1yznoQe7c9s,0.627,247427.0,0.717,0.0,8.0,0.261,-5.751,0.0,0.0376,105.05,4.0,https://api.spotify.com/v1/tracks/0B8B8cVRFIG1yznoQe7c9s,audio_features,spotify:track:0B8B8cVRFIG1yznoQe7c9s,0.561
76,Controlla,Drake,https://open.spotify.com/track/6F609ICg9Spjrw1epsAnpa,6F609ICg9Spjrw1epsAnpa,0.0773,https://api.spotify.com/v1/audio-analysis/6F609ICg9Spjrw1epsAnpa,0.607,245227.0,0.476,0.0,10.0,0.113,-11.076,0.0,0.249,122.976,5.0,https://api.spotify.com/v1/tracks/6F609ICg9Spjrw1epsAnpa,audio_features,spotify:track:6F609ICg9Spjrw1epsAnpa,0.347
77,Deu Onda,MC G15,https://open.spotify.com/track/0EPxmvsG1BY5td4aTOkWBF,0EPxmvsG1BY5td4aTOkWBF,0.456,https://api.spotify.com/v1/audio-analysis/0EPxmvsG1BY5td4aTOkWBF,0.931,144039.0,0.604,0.0,0.0,0.0488,-1.41,0.0,0.0573,129.926,4.0,https://api.spotify.com/v1/tracks/0EPxmvsG1BY5td4aTOkWBF,audio_features,spotify:track:0EPxmvsG1BY5td4aTOkWBF,0.864
78,La Bicicleta,Carlos Vives,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,0sXvAOmXgjR2QUqLK1MltU,0.198,https://api.spotify.com/v1/audio-analysis/0sXvAOmXgjR2QUqLK1MltU,0.736,227707.0,0.964,2.32e-06,0.0,0.336,-2.147,1.0,0.129,179.935,4.0,https://api.spotify.com/v1/tracks/0sXvAOmXgjR2QUqLK1MltU,audio_features,spotify:track:0sXvAOmXgjR2QUqLK1MltU,0.953
79,Shout Out to My Ex,Little Mix,https://open.spotify.com/track/0YHUITU3w6ws1v8ehT264g,0YHUITU3w6ws1v8ehT264g,0.0316,https://api.spotify.com/v1/audio-analysis/0YHUITU3w6ws1v8ehT264g,0.774,246240.0,0.739,5.95e-06,0.0,0.119,-4.022,1.0,0.0952,126.002,4.0,https://api.spotify.com/v1/tracks/0YHUITU3w6ws1v8ehT264g,audio_features,spotify:track:0YHUITU3w6ws1v8ehT264g,0.823
80,Into You,Ariana Grande,https://open.spotify.com/track/7yHEDfrJNd0zWOfXwydNH0,7yHEDfrJNd0zWOfXwydNH0,0.0161,https://api.spotify.com/v1/audio-analysis/7yHEDfrJNd0zWOfXwydNH0,0.636,244453.0,0.727,1.12e-06,9.0,0.151,-5.852,1.0,0.106,107.988,4.0,https://api.spotify.com/v1/tracks/7yHEDfrJNd0zWOfXwydNH0,audio_features,spotify:track:7yHEDfrJNd0zWOfXwydNH0,0.358
81,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,https://open.spotify.com/track/2wDjpPW3HZdA9quPPmZAMu,2wDjpPW3HZdA9quPPmZAMu,0.494,https://api.spotify.com/v1/audio-analysis/2wDjpPW3HZdA9quPPmZAMu,0.42,215670.0,0.636,0.0,10.0,0.122,-7.216,1.0,0.22,156.104,5.0,https://api.spotify.com/v1/tracks/2wDjpPW3HZdA9quPPmZAMu,audio_features,spotify:track:2wDjpPW3HZdA9quPPmZAMu,0.784
82,Traicionera,Sebastian Yatra,https://open.spotify.com/track/5J1c3M4EldCfNxXwrwt8mT,5J1c3M4EldCfNxXwrwt8mT,0.142,https://api.spotify.com/v1/audio-analysis/5J1c3M4EldCfNxXwrwt8mT,0.776,228467.0,0.669,0.0,11.0,0.219,-4.933,1.0,0.0638,91.012,4.0,https://api.spotify.com/v1/tracks/5J1c3M4EldCfNxXwrwt8mT,audio_features,spotify:track:5J1c3M4EldCfNxXwrwt8mT,0.661
83,Sunset Lover,Petit Biscuit,https://open.spotify.com/track/0hNduWmlWmEmuwEFcYvRu1,0hNduWmlWmEmuwEFcYvRu1,0.729,https://api.spotify.com/v1/audio-analysis/0hNduWmlWmEmuwEFcYvRu1,0.783,237793.0,0.467,0.809,6.0,0.109,-9.474,1.0,0.0503,90.838,4.0,https://api.spotify.com/v1/tracks/0hNduWmlWmEmuwEFcYvRu1,audio_features,spotify:track:0hNduWmlWmEmuwEFcYvRu1,0.236
84,X (feat. Future),21 Savage,https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO,6fwdbPMwP1zVStm8FybmkO,0.373,https://api.spotify.com/v1/audio-analysis/6fwdbPMwP1zVStm8FybmkO,0.835,258880.0,0.413,0.00133,1.0,0.101,-9.81,1.0,0.396,149.004,4.0,https://api.spotify.com/v1/tracks/6fwdbPMwP1zVStm8FybmkO,audio_features,spotify:track:6fwdbPMwP1zVStm8FybmkO,0.111
85,Chill Bill,Rob $tone,https://open.spotify.com/track/5uDASfU19gDxSjW8cnCaBp,5uDASfU19gDxSjW8cnCaBp,0.0312,https://api.spotify.com/v1/audio-analysis/5uDASfU19gDxSjW8cnCaBp,0.886,177184.0,0.427,0.00099,6.0,0.0906,-10.028,1.0,0.145,108.034,4.0,https://api.spotify.com/v1/tracks/5uDASfU19gDxSjW8cnCaBp,audio_features,spotify:track:5uDASfU19gDxSjW8cnCaBp,0.23
86,Needed Me,Rihanna,https://open.spotify.com/track/1Tt4sE4pXi57mTD1GCzsqm,1Tt4sE4pXi57mTD1GCzsqm,0.11,https://api.spotify.com/v1/audio-analysis/1Tt4sE4pXi57mTD1GCzsqm,0.671,191600.0,0.314,0.0,5.0,0.0825,-8.091,0.0,0.244,110.898,4.0,https://api.spotify.com/v1/tracks/1Tt4sE4pXi57mTD1GCzsqm,audio_features,spotify:track:1Tt4sE4pXi57mTD1GCzsqm,0.296
87,7 Years,Lukas Graham,https://open.spotify.com/track/7129iqBafaphfc3WPCGC0L,7129iqBafaphfc3WPCGC0L,0.29,https://api.spotify.com/v1/audio-analysis/7129iqBafaphfc3WPCGC0L,0.742,237300.0,0.479,0.0,10.0,0.391,-5.83,1.0,0.0551,119.951,4.0,https://api.spotify.com/v1/tracks/7129iqBafaphfc3WPCGC0L,audio_features,spotify:track:7129iqBafaphfc3WPCGC0L,0.346
88,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,https://open.spotify.com/track/1lItf5ZXJc1by9SbPeljFd,1lItf5ZXJc1by9SbPeljFd,0.00381,https://api.spotify.com/v1/audio-analysis/1lItf5ZXJc1by9SbPeljFd,0.807,144244.0,0.887,0.0,1.0,0.391,-3.892,1.0,0.275,160.517,4.0,https://api.spotify.com/v1/tracks/1lItf5ZXJc1by9SbPeljFd,audio_features,spotify:track:1lItf5ZXJc1by9SbPeljFd,0.78
89,All Time Low,Jon Bellion,https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m,1CnPYaKxTVb4LWOtiGOm0m,0.0584,https://api.spotify.com/v1/audio-analysis/1CnPYaKxTVb4LWOtiGOm0m,0.617,217603.0,0.567,0.0,0.0,0.0933,-4.188,1.0,0.0828,90.246,4.0,https://api.spotify.com/v1/tracks/1CnPYaKxTVb4LWOtiGOm0m,audio_features,spotify:track:1CnPYaKxTVb4LWOtiGOm0m,0.505
90,Capsize,FRENSHIP,https://open.spotify.com/track/2XMTqoHHSH0lvuXrvIEdco,2XMTqoHHSH0lvuXrvIEdco,0.0398,https://api.spotify.com/v1/audio-analysis/2XMTqoHHSH0lvuXrvIEdco,0.683,237707.0,0.708,0.155,5.0,0.686,-6.244,0.0,0.0305,92.991,4.0,https://api.spotify.com/v1/tracks/2XMTqoHHSH0lvuXrvIEdco,audio_features,spotify:track:2XMTqoHHSH0lvuXrvIEdco,0.355
91,Send My Love (To Your New Lover),Adele,https://open.spotify.com/track/4BHzQ9C00ceJxfG16AlNWb,4BHzQ9C00ceJxfG16AlNWb,0.0415,https://api.spotify.com/v1/audio-analysis/4BHzQ9C00ceJxfG16AlNWb,0.69,223080.0,0.524,3.16e-06,6.0,0.17,-8.39,0.0,0.103,164.023,4.0,https://api.spotify.com/v1/tracks/4BHzQ9C00ceJxfG16AlNWb,audio_features,spotify:track:4BHzQ9C00ceJxfG16AlNWb,0.562
92,Fast Car,Jonas Blue,https://open.spotify.com/track/6OZh916QF8XNunWaP97WEZ,6OZh916QF8XNunWaP97WEZ,0.453,https://api.spotify.com/v1/audio-analysis/6OZh916QF8XNunWaP97WEZ,0.459,212424.0,0.587,0.0,9.0,0.307,-6.983,1.0,0.0785,113.901,4.0,https://api.spotify.com/v1/tracks/6OZh916QF8XNunWaP97WEZ,audio_features,spotify:track:6OZh916QF8XNunWaP97WEZ,0.581
93,Versace On The Floor,Bruno Mars,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP,0kN8xEmgMW9mh7UmDYHlJP,0.196,https://api.spotify.com/v1/audio-analysis/0kN8xEmgMW9mh7UmDYHlJP,0.578,261240.0,0.574,0.0,2.0,0.083,-6.209,1.0,0.0454,174.152,4.0,https://api.spotify.com/v1/tracks/0kN8xEmgMW9mh7UmDYHlJP,audio_features,spotify:track:0kN8xEmgMW9mh7UmDYHlJP,0.301
94,Sneakin’,Drake,https://open.spotify.com/track/4ckuS4Nj4FZ7i3Def3Br8W,4ckuS4Nj4FZ7i3Def3Br8W,0.00479,https://api.spotify.com/v1/audio-analysis/4ckuS4Nj4FZ7i3Def3Br8W,0.804,251333.0,0.56,0.0,8.0,0.164,-6.682,1.0,0.185,85.023,4.0,https://api.spotify.com/v1/tracks/4ckuS4Nj4FZ7i3Def3Br8W,audio_features,spotify:track:4ckuS4Nj4FZ7i3Def3Br8W,0.272
95,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,Kungs,https://open.spotify.com/track/0tICYNayWWhH9GPeFrfjfD,0tICYNayWWhH9GPeFrfjfD,0.08,https://api.spotify.com/v1/audio-analysis/0tICYNayWWhH9GPeFrfjfD,0.793,195547.0,0.729,3.1e-05,0.0,0.317,-4.77,0.0,0.0394,121.972,4.0,https://api.spotify.com/v1/tracks/0tICYNayWWhH9GPeFrfjfD,audio_features,spotify:track:0tICYNayWWhH9GPeFrfjfD,0.488
96,Shaky Shaky,Daddy Yankee,https://open.spotify.com/track/58IL315gMSTD37DOZPJ2hf,58IL315gMSTD37DOZPJ2hf,0.076,https://api.spotify.com/v1/audio-analysis/58IL315gMSTD37DOZPJ2hf,0.899,234320.0,0.626,0.0,6.0,0.0631,-4.228,0.0,0.292,88.007,4.0,https://api.spotify.com/v1/tracks/58IL315gMSTD37DOZPJ2hf,audio_features,spotify:track:58IL315gMSTD37DOZPJ2hf,0.873
97,DUELE EL CORAZON,Enrique Iglesias,https://open.spotify.com/track/6YZdkObH88npeKrrkb8Ggf,6YZdkObH88npeKrrkb8Ggf,0.0786,https://api.spotify.com/v1/audio-analysis/6YZdkObH88npeKrrkb8Ggf,0.724,200813.0,0.904,0.0,8.0,0.226,-3.354,0.0,0.0966,90.999,4.0,https://api.spotify.com/v1/tracks/6YZdkObH88npeKrrkb8Ggf,audio_features,spotify:track:6YZdkObH88npeKrrkb8Ggf,0.846
98,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,https://open.spotify.com/track/40UroIGvsMPLPBYwH8rMNA,40UroIGvsMPLPBYwH8rMNA,0.153,https://api.spotify.com/v1/audio-analysis/40UroIGvsMPLPBYwH8rMNA,0.779,177095.0,0.671,1.12e-05,9.0,0.115,-5.829,1.0,0.0814,104.953,4.0,https://api.spotify.com/v1/tracks/40UroIGvsMPLPBYwH8rMNA,audio_features,spotify:track:40UroIGvsMPLPBYwH8rMNA,0.718
99,Sidewalks,The Weeknd,https://open.spotify.com/track/4h90qkbnW1Qq6pBhoPvwko,4h90qkbnW1Qq6pBhoPvwko,0.147,https://api.spotify.com/v1/audio-analysis/4h90qkbnW1Qq6pBhoPvwko,0.542,231360.0,0.721,0.0,1.0,0.348,-5.136,0.0,0.0625,149.831,4.0,https://api.spotify.com/v1/tracks/4h90qkbnW1Qq6pBhoPvwko,audio_features,spotify:track:4h90qkbnW1Qq6pBhoPvwko,0.623
100,Middle,DJ Snake,https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n,4OZEu0Vwq0RB2LAq14v99n,0.0199,https://api.spotify.com/v1/audio-analysis/4OZEu0Vwq0RB2LAq14v99n,0.611,220573.0,0.7,0.0,9.0,0.0549,-5.331,1.0,0.0436,104.981,4.0,https://api.spotify.com/v1/tracks/4OZEu0Vwq0RB2LAq14v99n,audio_features,spotify:track:4OZEu0Vwq0RB2LAq14v99n,0.213
101,Photograph,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,6fxVffaTuwjgEk5h9QyRjy,0.607,https://api.spotify.com/v1/audio-analysis/6fxVffaTuwjgEk5h9QyRjy,0.614,258987.0,0.379,0.000464,4.0,0.0986,-10.48,1.0,0.0476,107.989,4.0,https://api.spotify.com/v1/tracks/6fxVffaTuwjgEk5h9QyRjy,audio_features,spotify:track:6fxVffaTuwjgEk5h9QyRjy,0.201
102,Sex,Cheat Codes,https://open.spotify.com/track/5DA77EqppDmCTWGovd4oTP,5DA77EqppDmCTWGovd4oTP,0.00451,https://api.spotify.com/v1/audio-analysis/5DA77EqppDmCTWGovd4oTP,0.51,228361.0,0.692,0.0,0.0,0.138,-5.825,1.0,0.171,102.42,4.0,https://api.spotify.com/v1/tracks/5DA77EqppDmCTWGovd4oTP,audio_features,spotify:track:5DA77EqppDmCTWGovd4oTP,0.209
103,Final Song,MØ,https://open.spotify.com/track/4qqArAiTPueDxIp7cf87h7,4qqArAiTPueDxIp7cf87h7,0.014,https://api.spotify.com/v1/audio-analysis/4qqArAiTPueDxIp7cf87h7,0.695,235827.0,0.672,8.44e-05,1.0,0.0756,-6.109,0.0,0.0345,104.988,4.0,https://api.spotify.com/v1/tracks/4qqArAiTPueDxIp7cf87h7,audio_features,spotify:track:4qqArAiTPueDxIp7cf87h7,0.245
104,I Got You,Bebe Rexha,https://open.spotify.com/track/1FUViuNSldssMIawrOXF2i,1FUViuNSldssMIawrOXF2i,0.0504,https://api.spotify.com/v1/audio-analysis/1FUViuNSldssMIawrOXF2i,0.609,191812.0,0.887,4.76e-06,9.0,0.09,-4.749,0.0,0.0507,97.99,4.0,https://api.spotify.com/v1/tracks/1FUViuNSldssMIawrOXF2i,audio_features,spotify:track:1FUViuNSldssMIawrOXF2i,0.316
105,"Me, Myself & I",G-Eazy,https://open.spotify.com/track/40YcuQysJ0KlGQTeGUosTC,40YcuQysJ0KlGQTeGUosTC,0.0186,https://api.spotify.com/v1/audio-analysis/40YcuQysJ0KlGQTeGUosTC,0.757,251467.0,0.672,0.0,0.0,0.158,-6.524,0.0,0.0955,111.996,4.0,https://api.spotify.com/v1/tracks/40YcuQysJ0KlGQTeGUosTC,audio_features,spotify:track:40YcuQysJ0KlGQTeGUosTC,0.382
106,Fresh Eyes,Andy Grammer,https://open.spotify.com/track/4nMlau89VAjmV7agkl7OY3,4nMlau89VAjmV7agkl7OY3,0.562,https://api.spotify.com/v1/audio-analysis/4nMlau89VAjmV7agkl7OY3,0.822,198001.0,0.544,2.4e-05,0.0,0.144,-6.797,1.0,0.0332,122.047,4.0,https://api.spotify.com/v1/tracks/4nMlau89VAjmV7agkl7OY3,audio_features,spotify:track:4nMlau89VAjmV7agkl7OY3,0.861
107,Lighthouse - Andrelli Remix,Hearts & Colors,https://open.spotify.com/track/04CttTezSnv71USiiG9mIo,04CttTezSnv71USiiG9mIo,0.0178,https://api.spotify.com/v1/audio-analysis/04CttTezSnv71USiiG9mIo,0.595,218447.0,0.662,0.0,11.0,0.0804,-6.858,0.0,0.0362,96.053,4.0,https://api.spotify.com/v1/tracks/04CttTezSnv71USiiG9mIo,audio_features,spotify:track:04CttTezSnv71USiiG9mIo,0.417
108,No Heart,21 Savage,https://open.spotify.com/track/4gmmRb6bZJffOOiww1JGTO,4gmmRb6bZJffOOiww1JGTO,0.136,https://api.spotify.com/v1/audio-analysis/4gmmRb6bZJffOOiww1JGTO,0.906,235040.0,0.444,6.44e-05,4.0,0.173,-8.692,0.0,0.384,140.063,4.0,https://api.spotify.com/v1/tracks/4gmmRb6bZJffOOiww1JGTO,audio_features,spotify:track:4gmmRb6bZJffOOiww1JGTO,0.678
109,Six Feet Under,The Weeknd,https://open.spotify.com/track/4mU5iXHeLgbR94siF7p1sY,4mU5iXHeLgbR94siF7p1sY,0.129,https://api.spotify.com/v1/audio-analysis/4mU5iXHeLgbR94siF7p1sY,0.772,237573.0,0.504,0.0,6.0,0.125,-8.219,0.0,0.0761,140.035,4.0,https://api.spotify.com/v1/tracks/4mU5iXHeLgbR94siF7p1sY,audio_features,spotify:track:4mU5iXHeLgbR94siF7p1sY,0.244
110,Dile Que Tu Me Quieres,Ozuna,https://open.spotify.com/track/20ZAJdsKB5IGbGj4ilRt2o,20ZAJdsKB5IGbGj4ilRt2o,0.0998,https://api.spotify.com/v1/audio-analysis/20ZAJdsKB5IGbGj4ilRt2o,0.721,226400.0,0.687,0.0,1.0,0.0679,-6.682,1.0,0.0782,175.914,4.0,https://api.spotify.com/v1/tracks/20ZAJdsKB5IGbGj4ilRt2o,audio_features,spotify:track:20ZAJdsKB5IGbGj4ilRt2o,0.825
111,Lean On (feat. MØ & DJ Snake),Major Lazer,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4,4WjH9Bzt3kx7z8kl0awxh4,0.00346,https://api.spotify.com/v1/audio-analysis/4WjH9Bzt3kx7z8kl0awxh4,0.723,176561.0,0.809,0.00123,7.0,0.565,-3.081,0.0,0.0625,98.007,4.0,https://api.spotify.com/v1/tracks/4WjH9Bzt3kx7z8kl0awxh4,audio_features,spotify:track:4WjH9Bzt3kx7z8kl0awxh4,0.274
